133350005,Assault,12/1/13 0:19,500 Block RAMONA,Palo Alto Police Department,12/1/13,0:19
133350014,Assault,12/1/13 1:21,200 Block UNIVERSITY AV,Palo Alto Police Department,12/1/13,1:21
133350175,Assault with Deadly Weapon,12/1/13 22:17,400 Block LYTTON AV,Palo Alto Police Department,12/1/13,22:17
133350180,Breaking & Entering,12/1/13 23:00,800 Block OREGON AV,Palo Alto Police Department,12/1/13,23:00
133360090,Theft,12/2/13 11:26,100 Block FULTON,Palo Alto Police Department,12/2/13,11:26
133360097,Assault,12/2/13 11:35,600 Block EMERSON,Palo Alto Police Department,12/2/13,11:35
E13-337-07,Theft,12/2/13 13:08,900 Block TINSLEY STREET,East Palo Alto Police Department,12/2/13,13:08
133360198,Theft,12/2/13 19:28,100 Block EL CAMINO REAL,Palo Alto Police Department,12/2/13,19:28
133360210,Breaking & Entering,12/2/13 21:17,500 Block HIGH,Palo Alto Police Department,12/2/13,21:17
133370145,Theft,12/3/13 13:44,100 Block EL CAMINO REAL,Palo Alto Police Department,12/3/13,13:44
E13-337-12,Robbery,12/3/13 18:11,1700 Block BLOCK OF W BAYSHORE ROAD,East Palo Alto Police Department,12/3/13,18:11
133370263,Breaking & Entering,12/3/13 20:21,2600 Block EL CAMINO REAL,Palo Alto Police Department,12/3/13,20:21
133370276,Breaking & Entering,12/3/13 20:54,800 Block EL CAMINO REAL,Palo Alto Police Department,12/3/13,20:54
133380018,Breaking & Entering,12/4/13 6:18,200 Block HIGH,Palo Alto Police Department,12/4/13,6:18
133380067,Theft,12/4/13 10:09,100 Block EL CAMINO REAL,Palo Alto Police Department,12/4/13,10:09
133380187,Theft,12/4/13 16:29,100 Block EL CAMINO REAL,Palo Alto Police Department,12/4/13,16:29
133380227,Theft,12/4/13 19:54,100 Block EL CAMINO REAL AND FITCH V840 FITCH V840,Palo Alto Police Department,12/4/13,19:54
133380257,Theft,12/4/13 23:08,1200 Block WILSON,Palo Alto Police Department,12/4/13,23:08
133390024,Assault,12/5/13 7:52,1 Block UNIVERSITY AV,Palo Alto Police Department,12/5/13,7:52
E13-339-09,Assault with Deadly Weapon,12/5/13 13:37,400 Block LARKSPUR DRIVE,East Palo Alto Police Department,12/5/13,13:37
133390195,Theft,12/5/13 17:57,100 Block EL CAMINO REAL,Palo Alto Police Department,12/5/13,17:57
133390220,Theft,12/5/13 21:43,100 Block EL CAMINO REAL,Palo Alto Police Department,12/5/13,21:43
133390221,Breaking & Entering,12/5/13 21:44,300 Block HAMILTON AV,Palo Alto Police Department,12/5/13,21:44
133400054,Breaking & Entering,12/6/13 9:18,2000 Block BARBARA DR,Palo Alto Police Department,12/6/13,9:18
133400193,Breaking & Entering,12/6/13 21:04,500 Block WEBSTER,Palo Alto Police Department,12/6/13,21:04
133400197,Breaking & Entering,12/6/13 21:16,500 Block WEBSTER,Palo Alto Police Department,12/6/13,21:16
133410155,Assault,12/7/13 23:26,500 Block RAMONA,Palo Alto Police Department,12/7/13,23:26
133420131,Breaking & Entering,12/8/13 15:36,2700 Block EMBARCADERO,Palo Alto Police Department,12/8/13,15:36
133420211,Theft,12/8/13 21:30,100 Block EL CAMINO REAL,Palo Alto Police Department,12/8/13,21:30
133430072,Theft,12/9/13 9:27,400 Block EMBARCADERO,Palo Alto Police Department,12/9/13,9:27
133430129,Theft,12/9/13 11:57,3200 Block E BAYSHORE,Palo Alto Police Department,12/9/13,11:57
133430164,Other Sexual Offense,12/9/13 13:47,300 Block PASTEUR DR,Palo Alto Police Department,12/9/13,13:47
133430240,Theft,12/9/13 18:45,100 Block EL CAMINO REAL,Palo Alto Police Department,12/9/13,18:45
133430255,Breaking & Entering,12/9/13 19:35,100 Block EL CAMINO REAL,Palo Alto Police Department,12/9/13,19:35
133430275,Breaking & Entering,12/9/13 21:10,400 Block UNIVERSITY AV,Palo Alto Police Department,12/9/13,21:10
133430303,Breaking & Entering,12/9/13 22:33,400 Block UNIVERSITY AV,Palo Alto Police Department,12/9/13,22:33
133430317,Breaking & Entering,12/9/13 23:34,500 Block WEBSTER,Palo Alto Police Department,12/9/13,23:34
133430319,Breaking & Entering,12/9/13 23:46,500 Block WEBSTER,Palo Alto Police Department,12/9/13,23:46
133440055,Vehicle Recovery,12/10/13 9:04,CHANNING AV AND NEWELL NEWELL,Palo Alto Police Department,12/10/13,9:04
